name,combo
Albertina,7-3-1
Albina,2-1-3
Alyce,6-4-1
Amie,6-4-1
Annis,1-2-3
Carra,2-3-5
Clarinda,2-6-8
Delphia,6-4-1
Dillie,5-1-6
Doshie,2-4-6
Drucilla,4-4-8
Etna,6-7-4
Eugenie,9-3-3
Eulalia,1-6-7
Eve,1-4-5
Felicia,6-3-9
Florance,3-8-2
Fronie,2-2-4
Geraldine,2-1-3
Gina,1-3-4
Glenna,6-2-8
Grayce,6-8-5
Hedwig,5-6-2
Jossie,2-3-5
Katheryn,6-6-3
Katy,1-2-3
Leanna,7-4-2
Leitha,6-4-1
Leone,7-8-6
Lidie,5-7-3
Loma,7-7-5
Lular,4-6-1
Magdalen,7-5-3
Maymie,6-6-3
Minervia,6-4-1
Muriel,8-7-6
Neppie,1-1-2
Onie,2-5-7
Osa,7-1-8
Otelia,3-5-8
Paralee,3-1-4
Patience,2-8-1
Rella,6-6-3
Rillie,5-6-2
Rosanna,8-2-1
Tilda,1-9-1
Tishie,5-2-7
Tressa,6-4-1
Viva,1-8-9
Yetta,6-2-8
Zena,6-4-1
Zola,7-2-9
Abby,1-2-3
Aileen,2-8-1
Alda,2-7-9
Alla,2-6-8
Alverta,7-9-7
Ara,2-9-2
Ardelia,7-7-5
Ardella,7-1-8
Arrie,6-9-6
Arvilla,2-1-3
Aurora,2-9-2
Bama,2-6-8
Bena,6-7-4
Calla,2-9-2
Camilla,2-4-6
Carlotta,8-1-9
Celestia,2-9-2
Cherry,5-9-5
Cinda,1-3-4
Classie,6-8-5
Claudine,9-6-6
Clemie,1-1-2
Clyda,1-8-9
Creola,3-6-9
Debbie,1-8-9
Dinah,1-8-9
Doshia,7-4-2
Ednah,6-8-5
Edyth,5-3-8
Eleanora,9-8-8
Electa,2-8-1
Eola,3-3-6
Eudora,6-4-1
Euphemia,5-1-6
Evalena,3-3-6
Evaline,2-3-5
Faith,1-7-8
Fidelia,6-4-1
Golda,7-5-3
Helma,6-6-3
Hermine,1-8-9
Hessie,1-1-2
Ivah,1-3-4
Janette,2-1-3
Jennette,6-6-3
Joella,3-7-1
Kathryne,6-6-3
Lanie,6-8-5
Lauretta,1-7-8
Leana,7-8-6
Leatha,7-4-2
Liller,5-9-5
Lillis,9-1-1
Louetta,6-7-4
Madie,6-8-5
Mai,1-4-5
Martina,2-2-4
Maryann,2-3-5
Melva,6-2-8
Mena,6-9-6
Mercedes,6-3-9
Mima,1-8-9
Minda,1-4-5
Monica,7-3-1
Nealie,2-8-1
Netta,6-9-6
Nolia,7-8-6
Nonie,2-1-3
Odelia,3-7-1
Ottilie,2-7-9
Phyllis,9-2-2
Sabina,2-8-1
Sada,2-5-7
Suzanne,9-1-1
Sybilla,1-7-8
Thea,6-1-7
Tressie,1-4-5
Vallie,6-1-7
Venie,1-9-1
Viney,5-7-3
Wilhelmine,1-1-2
Winona,7-6-4
Zelda,6-6-3
Zilpha,1-8-9
Adelle,2-1-3
Adina,2-9-2
Adrienne,2-5-7
Albertine,2-3-5
Alys,1-2-3
Ana,2-5-7
Araminta,3-2-5
Birtha,1-3-4
Bulah,4-4-8
Caddie,6-2-8
Celie,1-6-7
Charlotta,8-9-8
Concepcion,8-8-7
Cordella,3-4-7
Corrine,2-8-1
Delila,6-1-7
Delphine,1-9-1
Dosha,7-4-2
Elaine,2-8-1
Elisa,6-4-1
Ellar,6-6-3
Elmire,1-7-8
Elvina,6-3-9
Ena,6-5-2
Estie,1-3-4
Etter,1-4-5
Fronnie,2-7-9
Georgina,3-1-4
Gracia,2-1-3
Gwendolyn,2-9-2
Hassie,6-1-7
Honora,4-4-8
Icy,9-1-1
Isa,1-1-2
Isadora,8-5-4
Johannah,8-9-8
Juana,5-6-2
Junie,8-6-5
Lavonia,8-3-2
Lella,6-9-6
Lemma,6-2-8
Letty,5-5-1
Linna,1-4-5
Littie,5-7-3
Lollie,2-9-2
Lorene,7-8-6
Lovisa,7-8-6
Lucina,4-2-6
Madora,8-8-7
Mahalia,3-6-9
Manervia,7-4-2
Manuela,1-3-4
Margarett,7-6-4
Margaretta,8-6-5
Margarita,3-4-7
Marilla,2-1-3
Mignon,6-3-9
Mozella,3-9-3
Natalie,7-1-8
Nelia,6-8-5
Nolie,2-8-1
Omie,2-4-6
Ottilia,7-7-5
Parthenia,7-4-2
Penelope,3-4-7
Pinkey,5-3-8
Pollie,2-4-6
Rennie,1-1-2
Reta,6-2-8
Roena,3-5-8
Rosalee,8-4-3
Roseanna,4-2-6
Ruthie,8-1-9
Sabra,2-3-5
Sannie,6-2-8
Selena,2-9-2
Sibyl,9-4-4
Tella,6-8-5
Tempie,1-4-5
Tennessee,2-5-7
Teressa,2-4-6
Texas,6-9-6
Theda,6-5-2
Thursa,4-2-6
Ula,4-3-7
Vannie,6-5-2
Verona,3-9-3
Vertie,1-6-7
Wilma,1-3-4
Adell,6-1-7
Aggie,6-5-2
Alcie,6-6-3
Alfreda,7-4-2
Alicia,2-6-8
Allene,2-2-4
Almyra,2-5-7
Anastacia,4-2-6
Aria,2-9-2
Arminda,2-4-6
Aura,5-9-5
Avie,6-4-1
Berdie,1-6-7
Buena,9-7-7
Calista,2-9-2
Cammie,6-2-8
Cara,2-3-5
Celesta,2-9-2
Celeste,6-9-6
Chaney,6-5-2
Chanie,6-7-4
Charlottie,3-9-3
Chrissie,5-4-9
Christene,1-1-2
Christiana,2-1-3
Cleora,3-6-9
Clora,7-6-4
Coralie,3-6-9
Dayse,6-3-9
Delfina,6-9-6
Deliah,6-6-3
Delina,6-3-9
Delle,1-1-2
Dicy,9-5-5
Donia,7-9-7
Dulcie,8-1-9
Edwina,6-5-2
Ela,6-3-9
Eleonora,5-8-4
Elta,6-5-2
Elzada,7-6-4
Emaline,2-3-5
Eulah,9-2-2
Eulalie,5-6-2
Euna,9-5-5
Zadie,6-3-9
Eveline,6-3-9
Lelah,6-5-2
Nanie,6-1-7
Petra,6-9-6
Glennie,1-2-3
Juliette,4-8-3
Mercy,5-5-1
Miranda,2-4-6
Nana,2-1-3
Zilpah,1-8-9
Almedia,7-2-9
Byrdie,5-4-9
Claribel,6-2-8
Coral,7-6-4
Exie,1-6-7
Malissie,6-9-6
Myrtice,5-7-3
Narcissus,4-2-6
Rosamond,4-5-9
Theresia,2-2-4
Valeria,7-7-5
Vessie,1-6-7
Victorine,2-5-7
Arabella,8-8-7
Dottie,2-8-1
Flo,6-9-6
Fredericka,2-6-8
Gusta,4-1-5
Icie,5-3-8
Lillia,1-9-1
Lota,7-5-3
Nathalie,7-9-7
Nita,1-7-8
Ota,7-2-9
Ramona,8-9-8
Texie,1-8-9
Zillah,1-4-5
Aida,2-4-6
Arra,2-9-2
Belva,6-9-6
Biddie,5-1-6
Bula,4-5-9
Carry,1-1-2
Crete,1-5-6
Dossie,2-6-8
Evangeline,7-6-4
Flavia,2-4-6
Fleta,6-2-8
Fronia,7-2-9
Gillie,5-4-9
Jinnie,5-2-7
Katharina,3-8-2
Mirtie,5-6-2
Mora,7-4-2
Ninnie,5-6-2
Rettie,1-4-5
Rozella,3-5-8
Sofia,7-7-5
Sybil,9-4-4
Sylvania,2-2-4
Tilla,1-8-9
Ursula,7-4-2
Veda,6-8-5
Zaida,2-3-5
Zenobia,3-6-9
Aletha,7-4-2
Ason,7-6-4
Bina,1-7-8
Chloie,2-5-7
Christie,5-5-1
Corean,3-8-2
Corinna,7-4-2
Elodie,7-7-5
Epsie,1-8-9
Exa,6-6-3
Georgine,7-1-8
Gretta,6-2-8
Henriette,6-8-5
Jemima,6-9-6
Jo,6-1-7
Josefa,3-8-2
Juliana,5-9-5
Katharyn,2-6-8
Lavada,3-2-5
Leonore,4-8-3
Levina,6-3-9
Libby,9-5-5
Lilie,5-6-2
Louanna,2-4-6
Mabell,6-3-9
Madeleine,7-7-5
Marinda,2-4-6
Mila,1-7-8
Neta,6-7-4
Orlena,3-8-2
Ozella,3-5-8
Ressie,1-2-3
Rosena,3-6-9
Rosey,2-8-1
Senora,3-6-9
Siddie,5-9-5
Susana,5-7-3
Susanne,9-3-3
Texanna,7-9-7
Tiney,5-5-1
Tinie,5-7-3
Tiny,9-5-5
Achsah,2-2-4
Agness,6-5-2
Ala,2-3-5
Alabama,4-9-4
Alexina,7-5-3
Altie,6-5-2
Ama,2-4-6
Amalie,7-7-5
Amelie,2-7-9
Amey,6-2-8
Amma,2-8-1
Ammie,6-8-5
Anie,6-5-2
Annabell,7-9-7
Arta,2-2-4
Attie,6-4-1
Audra,5-4-9
Azzie,6-7-4
Cathryn,1-7-8
Cena,6-8-5
Chestina,6-1-7
Crissie,5-5-1
Cyntha,1-7-8
Daisye,6-3-9
Dellia,6-1-7
Delta,6-9-6
Dema,6-8-5
Dezzie,1-2-3
Dola,7-7-5
Dollye,2-8-1
Eithel,1-4-5
Elba,6-5-2
Elfrieda,2-4-6
Elna,6-8-5
Emogene,3-7-1
Enola,3-8-2
Verda,6-8-5
Gretchen,1-7-8
Hermina,6-8-5
Nelly,5-9-5
Eller,1-6-7
Hetty,5-1-6
Luetta,9-7-7
Pennie,1-8-9
Rosemary,3-3-6
Beckie,1-7-8
Buna,4-7-2
Caldonia,8-6-5
Candace,7-6-4
Edla,6-7-4
Florrie,2-9-2
Luisa,4-4-8
Myrtis,9-5-5
Trudie,8-6-5
Agusta,5-1-6
Alphonsine,3-2-5
Dellie,1-1-2
Delpha,6-4-1
Kathyrn,1-6-7
Loretto,8-7-6
Lucindy,3-4-7
Maybell,6-1-7
Odile,2-7-9
Orah,7-8-6
Prudie,8-2-1
Rhea,6-8-5
Rinda,1-9-1
Rosy,6-8-5
Roxy,6-4-1
Sarrah,2-9-2
Susannah,5-2-7
Tula,4-5-9
Alwina,2-4-6
Arah,2-8-1
Bernadine,2-7-9
Capitola,8-6-5
Cathern,6-9-6
Columbia,1-3-4
Eileen,6-8-5
Elizbeth,1-5-6
Eura,9-9-9
Hennie,1-9-1
Henretta,2-8-1
Ivie,5-4-9
Jeanie,2-6-8
Justina,4-9-4
Leaner,2-8-1
Leonia,3-8-2
Lorraine,3-8-2
Lucetta,9-1-1
Macie,6-7-4
Mahalie,7-6-4
Marry,1-2-3
Novella,3-6-9
Olevia,3-7-1
Phillis,9-4-4
Philomene,7-9-7
Salina,2-9-2
Sinda,1-1-2
Tinnie,5-3-8
Vashti,1-6-7
Vella,6-1-7
Veva,6-8-5
Vicy,9-5-5
Zita,1-1-2
Affie,6-3-9
Albertha,7-6-4
Anabel,7-1-8
Artelia,7-5-3
Barbra,2-4-6
Beaulah,1-4-5
Bertina,6-9-6
Birdella,6-3-9
Blossom,3-2-5
Carmela,7-1-8
Carolyne,3-9-3
Cilla,1-9-1
Denise,1-1-2
Dorthea,3-5-8
Eleonore,9-8-8
Fairy,1-4-5
Fannye,6-5-2
Franc,1-5-6
Francina,2-1-3
Francisca,2-9-2
Genevra,2-7-9
Helga,6-9-6
Iza,1-8-9
Jeanetta,3-1-4
Jeannie,2-2-4
Jerusha,9-1-1
Lisette,1-8-9
Loda,7-7-5
Luda,4-7-2
Lynda,1-1-2
Marget,6-4-1
Mariam,2-8-1
Modena,3-4-7
Nanna,2-6-8
Nelie,1-8-9
Olena,3-8-2
Lelar,6-6-3
Matilde,6-4-1
Simona,7-1-8
Thora,7-1-8
Angelita,7-8-6
Berenice,6-1-7
Dagmar,2-6-8
Dina,1-9-1
Ema,6-4-1
Florine,2-5-7
Loraine,3-8-2
Maida,2-8-1
Missie,5-6-2
Arline,6-8-5
Beatrix,6-1-7
Dorathea,4-5-9
Elenor,7-8-6
Gertha,6-8-5
Lesta,6-6-3
Rebekah,2-3-5
Almina,2-3-5
Arlena,7-8-6
Dot,6-6-3
Elfie,1-9-1
Ermine,1-9-1
Francisqui,4-5-9
Georgeanna,9-6-6
Glendora,3-1-4
Leontine,7-6-4
Leva,6-7-4
Litha,1-4-5
Luberta,9-7-7
Marianna,3-5-8
Parlee,2-1-3
Pearla,7-1-8
Sister,5-4-9
Thresa,6-2-8
Alene,2-8-1
Alverda,7-2-9
Antonette,8-7-6
Argie,6-7-4
Arkie,6-2-8
Arletta,7-7-5
Bea,6-2-8
Bettye,1-4-5
Cappie,6-8-5
Caro,7-3-1
Cloe,2-6-8
Corene,7-8-6
Deetta,2-8-1
Elberta,2-7-9
Ether,1-1-2
Felicie,1-3-4
Frederica,2-4-6
Hellen,1-1-2
Icey,5-1-6
Ines,5-6-2
Junia,4-6-1
Laney,6-6-3
Lassie,6-5-2
Lockie,2-8-1
Lossie,2-5-7
Lovey,2-5-7
Marianita,3-2-5
Mattye,6-6-3
Rubie,8-2-1
Milly,9-8-8
Pluma,4-5-9
Ruie,8-9-8
Vira,1-4-5
Cleva,6-1-7
Gennie,1-8-9
Sadye,6-3-9
Vennie,1-5-6
Zettie,1-3-4
Clevie,1-1-2
Ferne,1-2-3
Maebelle,7-3-1
Maxine,6-6-3
Pearly,6-8-5
Savanah,3-9-3
Savilla,2-2-4
Valerie,2-7-9
Violetta,3-2-5
Adelina,7-3-1
Alzina,2-7-9
Annice,6-4-1
Beda,6-6-3
Clarabelle,3-5-8
Fleda,6-4-1
Goldia,7-5-3
Laila,2-6-8
Leala,7-6-4
Lilah,1-5-6
Lyla,1-4-5
Naoma,8-9-8
Nealy,6-6-3
Olivine,2-3-5
Rutha,4-1-5
Sussie,8-3-2
Theodocia,9-8-8
Vassie,6-6-3
Zina,1-4-5
Aurore,6-9-6
Beth,5-3-8
Channie,6-3-9
Freida,6-1-7
Georganna,4-6-1
Izetta,6-3-9
Kathern,6-8-5
Lady,1-5-6
Lala,2-6-8
Lilia,1-6-7
Lurana,5-8-4
Mozelle,7-9-7
Norine,2-1-3
Oney,2-3-5
Clotilde,2-6-8
Nova,7-9-7
Myrna,1-7-8
Medora,3-8-2
Hildur,3-6-9
Imo,6-4-1
Ragna,2-3-5
Vinie,5-9-5
Emmy,5-6-2
Hildegarde,2-8-1
Octa,7-5-3
Aurilla,5-6-2
Beula,9-5-5
Lera,6-3-9
Macy,1-5-6
Margrett,6-6-3
Melina,6-3-9
Pheobe,7-8-6
Alvira,2-7-9
Clella,6-3-9
Cornie,2-8-1
Dorotha,4-5-9
Dorthy,6-3-9
Dosia,7-5-3
Enid,5-9-5
Essa,6-2-8
Evelena,7-3-1
Genoveva,8-2-1
Greta,6-9-6
Ica,1-3-4
Ilma,1-7-8
Lalla,2-9-2
Lana,2-8-1
Leonor,8-8-7
Lolla,7-9-7
Lorna,7-8-6
Vergie,1-2-3
Mossie,2-6-8
Manuelita,1-5-6
Oline,2-8-1
Ima,1-4-5
Janey,6-4-1
Villa,1-1-2
Clytie,5-6-2
Ermina,6-9-6
Hertha,6-9-6
Margaretha,8-3-2
Melanie,2-3-5
Metha,6-5-2
Pricilla,1-7-8
Sigrid,9-3-3
Thekla,6-6-3
Berniece,6-1-7
Betha,6-3-9
Florie,2-9-2
Hilah,1-1-2
Isla,1-4-5
Judie,8-5-4
Lethia,6-4-1
Louisiana,2-9-2
Rubye,8-9-8
Silvia,1-8-9
Zelpha,6-8-5
Alwilda,2-6-8
Angele,2-6-8
Verlie,1-7-8
Zelia,6-2-8
Gunda,4-7-2
Octavie,3-9-3
Orelia,3-3-6
Retha,6-1-7
Signe,5-4-9
Anice,6-8-5
Carlota,8-8-7
Lurline,8-2-1
Luz,3-2-5
Opha,7-6-4
Ura,4-9-4
Vicie,5-7-3
Alwine,6-4-1
Carmelita,7-3-1
Clemma,6-5-2
Elia,6-3-9
Eloisa,3-4-7
Eppie,1-5-6
Gustie,8-1-9
Hazle,6-1-7
Lu,3-3-6
Ebba,6-4-1
Margarete,3-4-7
Myrle,5-5-1
Nadine,6-5-2
Pallie,6-4-1
Betsey,1-3-4
Cleta,6-8-5
Filomena,3-9-3
Orra,7-9-7
Arlene,2-8-1
Margretta,7-6-4
Pairlee,2-1-3
Zana,2-4-6
Francies,6-6-3
Marjory,7-5-3
Roxana,8-2-1
Cressie,1-5-6
Erla,6-3-9
Herma,6-3-9
Oliva,7-7-5
Rosalind,7-4-2
Chessie,1-4-5
Daphne,6-6-3
Lulah,4-5-9
Marvel,6-2-8
Monnie,2-5-7
Noemie,7-9-7
Gregoria,3-5-8
Josefina,3-4-7
Fleeta,2-2-4
Madaline,7-7-5
Hildred,5-1-6
Sibbie,5-5-1
Verena,2-9-2
Bernardine,2-7-9
Gerda,6-2-8
Hazelle,2-4-6
Nobie,2-7-9
Reva,6-4-1
Vonnie,2-5-7
Ethie,1-1-2
Jessye,1-1-2
Jetta,6-5-2
Signa,1-4-5
Delcie,1-1-2
Hildegard,6-8-5
Treva,6-6-3
Violette,7-2-9
Sylva,1-6-7
Twila,1-1-2
Concetta,3-6-9
Idabelle,2-3-5
Lulla,4-9-4
Mira,1-4-5
Nila,1-8-9
Olar,7-3-1
Velva,6-2-8
Yvonne,2-3-5
Evia,6-4-1
Willia,1-2-3
Dortha,7-5-3
Else,1-4-5
Freeda,2-1-3
Versa,6-5-2
Ilah,1-2-3
Maurine,9-9-9
Vernice,1-3-4
Elmyra,6-5-2
Madelyn,6-5-2
Cannie,6-4-1
Carmella,7-4-2
Cliffie,5-9-5
Ever,1-4-5
Leafy,6-7-4
Olinda,7-3-1
Virdie,5-8-4
Allena,7-2-9
Clotilda,7-6-4
Elida,6-7-4
Elvera,2-7-9
Fae,6-6-3
Josefita,3-1-4
Lurena,9-8-8
Versie,1-5-6
Vivien,5-4-9
Melba,6-9-6
Alline,6-2-8
Elfreda,2-4-6
Verla,6-7-4
Ouida,1-4-5
Flonnie,2-1-3
Palma,2-5-7
Consuelo,2-3-5
Lorine,2-8-1
Venus,8-1-9
Hasel,6-3-9
Noma,7-9-7
Virgia,1-2-3
Alleen,2-2-4
Mavis,1-9-1
Nelda,6-3-9
Trilby,9-5-5
Adel,6-7-4
Buelah,9-4-4
Milda,1-2-3
Velda,6-2-8
Bernetta,2-2-4
Neoma,3-9-3
Gaynell,6-7-4
Laurette,5-7-3
Coletta,3-1-4
Zela,6-2-8
Zeta,6-1-7
Manila,2-3-5
Manilla,2-6-8
Cuba,4-5-9
Earline,2-8-1
Vlasta,2-1-3
Jacqueline,5-2-7
Onnie,2-1-3
Vara,2-4-6
Alena,7-8-6
Ilo,6-3-9
Imelda,6-2-8
Ardis,1-5-6
Delores,7-8-6
Irva,1-4-5
Gwen,5-8-4
Tomasa,8-7-6
Veta,6-6-3
Berneice,6-1-7
Lempi,5-5-1
Eathel,2-4-6
Marybelle,2-1-3
Chrystal,1-6-7
Elvia,6-7-4
Ilene,1-8-9
Margarite,7-4-2
Marianne,7-5-3
Odette,7-8-6
Antonina,8-8-7
Delsie,1-8-9
Portia,7-9-7
Reatha,7-1-8
Aleen,2-8-1
Almeta,7-9-7
Lilyan,1-9-1
Jaunita,5-8-4
Luvinia,4-3-7
Alvera,7-7-5
Allean,7-2-9
Dagny,1-5-6
Leoma,3-7-1
Oleta,3-5-8
Trula,4-5-9
Ethyle,1-2-3
Ingeborg,2-3-5
Jeane,2-6-8
Laurine,9-8-8
Lorean,3-8-2
Marge,6-2-8
Margueritta,1-6-7
Mozell,2-9-2
Norene,7-1-8
Oneta,3-7-1
Lolita,7-8-6
Elouise,1-4-5
Cathleen,2-3-5
Bette,1-6-7
Earnestine,7-4-2
Florene,7-5-3
Laverna,7-3-1
Rafaela,8-9-8
Thyra,1-8-9
Loyce,2-4-6
Cleda,6-1-7
Pearline,2-6-8
Ceola,3-6-9
Lavera,7-7-5
Marcelle,2-4-6
Romaine,3-9-3
Rosalyn,7-9-7
Augustina,8-6-5
Bonita,7-9-7
Dominga,7-2-9
Girtha,1-8-9
Isobel,2-6-8
Anona,8-1-9
Syble,5-4-9
Edris,5-5-1
Santa,2-8-1
Theola,3-4-7
Veola,3-7-1
Ceil,5-6-2
Madlyn,1-5-6
Vernia,6-9-6
Ellamae,3-1-4
Irine,5-5-1
Linnea,6-4-1
Madalyn,2-5-7
Roslyn,6-7-4
Edrie,1-4-5
Vincenza,6-7-4
Yolanda,8-1-9
Edra,6-4-1
Orma,7-4-2
Ilda,1-7-8
Ardath,2-5-7
Renee,6-5-2
Astrid,1-7-8
Beadie,2-6-8
Doretha,3-5-8
Neola,3-8-2
Vela,6-7-4
Wava,2-9-2
Evelyne,6-1-7
Dimple,5-9-5
Annamae,8-5-4
Elease,7-4-2
Williemae,2-6-8
Rosaline,3-9-3
Charline,6-1-7
Charlene,2-1-3
Joanne,3-2-5
Theta,6-3-9
Deloris,2-8-1
Maureen,5-9-5
Rosabelle,8-9-8
Gilda,1-5-6
Herminia,6-8-5
Afton,7-4-2
Margurite,9-4-4
Clydie,5-8-4
Izola,7-2-9
Rosemarie,8-5-4
Arnetta,7-9-7
Gladyce,6-6-3
Floretta,3-4-7
Merna,6-9-6
Nedra,6-9-6
Clementina,2-4-6
Launa,5-8-4
Sonia,7-6-4
Aili,1-3-4
Gladis,1-6-7
Alease,3-4-7
Madonna,8-9-8
Azalee,3-2-5
Colleen,7-5-3
Darlene,2-3-5
Macel,6-1-7
Cleola,3-9-3
Loree,7-3-1
Stephania,7-5-3
Joann,7-2-9
Antonetta,4-7-2
Arietta,7-4-2
Vivienne,1-9-1
Elinore,7-8-6
Benita,6-9-6
Glenda,6-1-7
Earlene,7-8-6
Arleen,2-8-1
Blanchie,6-3-9
Vilma,1-2-3
Erline,1-8-9
Felice,1-3-4
Georgette,3-9-3
Yvette,1-6-7
Assunta,5-9-5
Helyn,5-5-1
Lavonne,3-8-2
Audry,4-2-6
Dorathy,7-5-3
Stasia,2-4-6
Vita,1-6-7
Jayne,6-4-1
Maebell,2-3-5
Mafalda,3-8-2
Olympia,7-3-1
Masako,8-7-6
Stacia,2-6-8
Domenica,3-7-1
Ingrid,9-7-7
Wynona,7-6-4
Bernita,6-9-6
Carole,3-6-9
Elenore,3-8-2
Waneta,7-3-1
Esperanza,3-3-6
Madelene,7-7-5
Roselyn,2-7-9
Kathlyn,1-9-1
Ardith,1-5-6
Venita,6-2-8
Santina,2-4-6
Maryjane,7-1-8
Orene,7-5-3
Noreen,7-1-8
Antionette,8-7-6
Margot,7-4-2
Dawn,1-5-6
Lahoma,8-6-5
Alexandra,8-9-8
Maryellen,2-4-6
Ruthe,8-1-9
Cleone,7-2-9
Kathaleen,3-2-5
Aldona,8-3-2
Janis,1-7-8
Christeen,1-1-2
Dorine,2-9-2
Caryl,1-4-5
Francine,6-1-7
Rosaria,8-1-9
Erlene,6-8-5
Georgetta,8-9-8
Olene,7-8-6
Sheila,6-3-9
Georgene,3-1-4
Yoshiko,3-9-3
Delora,3-7-1
Lavelle,2-4-6
Idamae,7-8-6
Michelina,6-5-2
Catalina,3-4-7
Liberty,5-5-1
Victory,6-7-4
Beverley,6-7-4
Laurene,5-8-4
Marilynn,1-6-7
Jeraldine,2-4-6
Marylou,1-5-6
Jacquelyn,9-9-9
Oneida,3-9-3
Concha,7-1-8
Marina,2-9-2
Doreen,7-9-7
Haruko,1-1-2
Felipa,6-7-4
Socorro,9-4-4
Elois,2-4-6
Toshiko,3-4-7
Carlene,2-2-4
Fumiko,9-3-3
Soledad,3-3-6
Gearldine,2-1-3
Shirlee,1-3-4
Merry,5-2-7
Clarine,6-2-8
Lorayne,3-6-9
Marlene,2-3-5
Kiyoko,3-2-5
Elwanda,7-8-6
Elayne,2-6-8
Darline,6-3-9
Arlyne,6-6-3
Marlys,1-6-7
Mardell,6-5-2
Willene,1-7-8
Inell,5-2-7
Venice,1-3-4
Ofelia,3-9-3
Peggie,1-3-4
Beatriz,6-3-9
Rochelle,7-8-6
Leatrice,2-8-1
Billye,5-6-2
Darleen,2-3-5
Hortencia,3-9-3
Ethelene,2-9-2
Marylouise,6-6-3
Eris,5-1-6
Bettyjane,2-1-3
Penny,5-6-2
Dorene,7-9-7
Toni,6-7-4
Lynette,1-1-2
Vonda,7-4-2
Amparo,8-2-1
Bebe,1-4-5
Phylis,9-8-8
Bettylou,5-7-3
Wanita,2-3-5
Marceline,2-6-8
Vernelle,6-6-3
Ernestina,2-4-6
Doloris,3-8-2
Delois,2-8-1
Nanette,2-5-7
Ardelle,2-1-3
Natalia,3-1-4
Estela,2-6-8
Sherry,5-7-3
Twyla,1-8-9
Jacquelin,9-2-2
Enriqueta,5-6-2
Bobbye,2-4-6
Patti,1-2-3
Lorrayne,3-6-9
Janell,6-3-9
Ladonna,8-8-7
Nada,2-9-2
Carla,2-6-8
Evangelina,3-6-9
Willodean,3-2-5
Charleen,2-1-3
Coleen,7-2-9
Illa,1-6-7
Shirlie,5-3-8
Ailene,2-8-1
Erlinda,6-3-9
Lita,1-5-6
Marilou,1-7-8
Lawanda,3-8-2
Charmaine,7-2-9
Cherie,1-2-3
Sonya,7-6-4
Raquel,9-2-2
Hortensia,3-7-1
Valencia,7-6-4
Jocelyn,2-1-3
Kazuko,1-3-4
Joye,2-8-1
Lidia,1-7-8
Roseann,3-2-5
Earlean,3-8-2
Jeannine,2-7-9
Romona,4-9-4
Jeanine,2-2-4
Joline,2-9-2
Felicitas,6-6-3
Carma,2-7-9
Marva,2-8-1
Colette,7-1-8
Sondra,7-1-8
Marilee,2-7-9
Jolene,7-9-7
Jovita,7-7-5
Dorla,7-7-5
Dianne,6-5-2
Margy,1-9-1
Velia,6-7-4
Margene,2-7-9
Beverlee,2-9-2
Maryanne,7-5-3
Joycelyn,2-8-1
Merlene,6-3-9
Oralia,8-3-2
Sydell,5-9-5
Jill,9-7-7
Ardeth,6-5-2
Armida,2-8-1
Marylin,1-1-2
Sonja,7-7-5
Laquita,5-4-9
Julianne,9-5-5
Nannette,2-1-3
Margo,7-2-9
Claudette,5-5-1
Arla,2-3-5
Charlsie,6-6-3
Marylyn,1-8-9
Mitzi,9-5-5
Patrica,2-3-5
Eartha,7-1-8
Herlinda,6-2-8
Trudy,3-4-7
Verdell,1-5-6
Joretta,3-5-8
Marsha,2-4-6
Verlene,6-3-9
Lynne,5-2-7
Mariann,2-5-7
Joetta,3-5-8
Rosanne,3-2-5
Belia,6-5-2
Janelle,2-3-5
Merilyn,5-1-6
Ardyce,6-5-2
Rosita,7-3-1
Celine,1-2-3
Carleen,2-2-4
Carolee,8-6-5
Dian,1-9-1
Dorthey,2-3-5
Kathy,1-1-2
Marita,2-6-8
Thomasina,8-2-1
Marta,2-6-8
Thalia,2-4-6
Nira,1-5-6
Sharlene,2-8-1
Rheta,6-1-7
Jerrie,1-1-2
Ginger,5-1-6
Jacklyn,1-3-4
Elissa,6-5-2
Paulette,5-5-1
Monna,7-5-3
Joellen,7-3-1
Lavona,8-3-2
Bonny,6-1-7
Luanne,9-4-4
Saundra,5-1-6
Luann,4-4-8
Pearlene,7-6-4
Nancie,6-4-1
Shirlene,1-8-9
Marcelina,7-6-4
Vicki,9-9-9
Karol,7-5-3
Louann,1-4-5
Alison,7-9-7
Marylee,2-5-7
Sharron,7-5-3
Cathy,1-2-3
Darla,2-7-9
Norita,7-7-5
Gaye,6-5-2
Jeri,5-1-6
Loris,6-4-1
Shirleyann,6-2-8
Carolynn,7-7-5
Marla,2-7-9
Evonne,7-5-3
Darlyne,6-1-7
Vernetta,2-4-6
Rhonda,7-8-6
Shelba,6-5-2
Shelva,6-7-4
Deanna,7-5-3
Karla,2-5-7
Tanya,2-5-7
Annmarie,7-5-3
Wendy,5-3-8
Ruthann,4-2-6
Sherrie,1-9-1
Carolann,8-7-6
Evon,2-9-2
Sheryl,5-1-6
Jacquline,9-2-2
Karlene,2-1-3
Glennis,5-3-8
Karin,1-7-8
Marleen,2-3-5
Roxanne,3-7-1
Harlene,2-7-9
Annamarie,8-5-4
Jacque,9-3-3
Maralyn,2-1-3
Shari,1-9-1
Larae,7-3-1
Gayla,2-8-1
Deanne,2-5-7
Dianna,2-5-7
Simone,2-1-3
